67+81->7+1=8,6+8=4c1->148
17+45->7+5=2c1,1+4+1=6c0->62
86+92->6+2=8,8+9=7c1->178
21+31->1+1=2,2+3=5->52
64+31->4+1=5,6+3=9->95
99+38->9+8=7c1,9+3+1=3c1->137
10+73->0+3=3,1+7=8->83
67+54->7+4=1c1,6+5+1=2c1->121
4+57->4+7=1c1,0+5+1=6c0->61
54+59->4+9=3c1,5+5+1=1c1->113
39+37->9+7=6c1,3+3+1=7c0->76
68+63->8+3=1c1,6+6+1=3c1->131
77+51->7+1=8,7+5=2c1->128
67+71->7+1=8,6+7=3c1->138
80+40->0+0=0,8+4=2c1->120
80+58->0+8=8,8+5=3c1->138
78+66->8+6=4c1,7+6+1=4c1->144
8+45->8+5=3c1,0+4+1=5c0->53
13+19->3+9=2c1,1+1+1=3c0->32
13+59->3+9=2c1,1+5+1=7c0->72
25+10->5+0=5,2+1=3->35
81+79->1+9=0c1,8+7+1=6c1->160
77+32->7+2=9,7+3=0c1->109
15+80->5+0=5,1+8=9->95
59+76->9+6=5c1,5+7+1=3c1->135
16+67->6+7=3c1,1+6+1=8c0->83
27+63->7+3=0c1,2+6+1=9c0->90
50+55->0+5=5,5+5=0c1->105
70+22->0+2=2,7+2=9->92
96+39->6+9=5c1,9+3+1=3c1->135
94+97->4+7=1c1,9+9+1=9c1->191
88+87->8+7=5c1,8+8+1=7c1->175
13+68->3+8=1c1,1+6+1=8c0->81
88+61->8+1=9,8+6=4c1->149
63+28->3+8=1c1,6+2+1=9c0->91
5+87->5+7=2c1,0+8+1=9c0->92
80+70->0+0=0,8+7=5c1->150
4+65->4+5=9,0+6=6->69
8+26->8+6=4c1,0+2+1=3c0->34
34+73->4+3=7,3+7=0c1->107
37+12->7+2=9,3+1=4->49
51+75->1+5=6,5+7=2c1->126
45+7->5+7=2c1,4+0+1=5c0->52
22+26->2+6=8,2+2=4->48
64+99->4+9=3c1,6+9+1=6c1->163
44+13->4+3=7,4+1=5->57
97+78->7+8=5c1,9+7+1=7c1->175
61+9->1+9=0c1,6+0+1=7c0->70
56+41->6+1=7,5+4=9->97
73+75->3+5=8,7+7=4c1->148
38+92->8+2=0c1,3+9+1=3c1->130
47+2->7+2=9,4+0=4->49
52+16->2+6=8,5+1=6->68
13+23->3+3=6,1+2=3->36
9+27->9+7=6c1,0+2+1=3c0->36
32+54->2+4=6,3+5=8->86
10+7->0+7=7,1+0=1->17
45+96->5+6=1c1,4+9+1=4c1->141
27+28->7+8=5c1,2+2+1=5c0->55
67+20->7+0=7,6+2=8->87
36+41->6+1=7,3+4=7->77
32+39->2+9=1c1,3+3+1=7c0->71
53+38->3+8=1c1,5+3+1=9c0->91
37+31->7+1=8,3+3=6->68
31+95->1+5=6,3+9=2c1->126
59+39->9+9=8c1,5+3+1=9c0->98
69+54->9+4=3c1,6+5+1=2c1->123
22+81->2+1=3,2+8=0c1->103
38+38->8+8=6c1,3+3+1=7c0->76
25+16->5+6=1c1,2+1+1=4c0->41
52+43->2+3=5,5+4=9->95
65+39->5+9=4c1,6+3+1=0c1->104
25+74->5+4=9,2+7=9->99
18+53->8+3=1c1,1+5+1=7c0->71
61+17->1+7=8,6+1=7->78
5+9->5+9=4c1->14
42+94->2+4=6,4+9=3c1->136
72+63->2+3=5,7+6=3c1->135
29+14->9+4=3c1,2+1+1=4c0->43
5+76->5+6=1c1,0+7+1=8c0->81
3+32->3+2=5,0+3=3->35
23+62->3+2=5,2+6=8->85
23+72->3+2=5,2+7=9->95
14+2->4+2=6,1+0=1->16
60+36->0+6=6,6+3=9->96
80+78->0+8=8,8+7=5c1->158
9+59->9+9=8c1,0+5+1=6c0->68
60+81->0+1=1,6+8=4c1->141
16+65->6+5=1c1,1+6+1=8c0->81
72+49->2+9=1c1,7+4+1=2c1->121
18+10->8+0=8,1+1=2->28
97+72->7+2=9,9+7=6c1->169
9+1->9+1=0c1->10
56+86->6+6=2c1,5+8+1=4c1->142
98+74->8+4=2c1,9+7+1=7c1->172
44+85->4+5=9,4+8=2c1->129
77+18->7+8=5c1,7+1+1=9c0->95
55+88->5+8=3c1,5+8+1=4c1->143
32+26->2+6=8,3+2=5->58
31+37->1+7=8,3+3=6->68
15+28->5+8=3c1,1+2+1=4c0->43
83+31->3+1=4,8+3=1c1->114
39+99->9+9=8c1,3+9+1=3c1->138
35+67->5+7=2c1,3+6+1=0c1->102
71+97->1+7=8,7+9=6c1->168
80+15->0+5=5,8+1=9->95
80+20->0+0=0,8+2=0c1->100
1+49->1+9=0c1,0+4+1=5c0->50
6+91->6+1=7,0+9=9->97
44+40->4+0=4,4+4=8->84
51+97->1+7=8,5+9=4c1->148
68+44->8+4=2c1,6+4+1=1c1->112
86+38->6+8=4c1,8+3+1=2c1->124
82+13->2+3=5,8+1=9->95
49+69->9+9=8c1,4+6+1=1c1->118
35+16->5+6=1c1,3+1+1=5c0->51
22+54->2+4=6,2+5=7->76
21+74->1+4=5,2+7=9->95
38+30->8+0=8,3+3=6->68
58+26->8+6=4c1,5+2+1=8c0->84
99+84->9+4=3c1,9+8+1=8c1->183
98+65->8+5=3c1,9+6+1=6c1->163
14+70->4+0=4,1+7=8->84
25+45->5+5=0c1,2+4+1=7c0->70
53+83->3+3=6,5+8=3c1->136
30+66->0+6=6,3+6=9->96
74+87->4+7=1c1,7+8+1=6c1->161
74+21->4+1=5,7+2=9->95
85+62->5+2=7,8+6=4c1->147
14+53->4+3=7,1+5=6->67
35+2->5+2=7,3+0=3->37
42+59->2+9=1c1,4+5+1=0c1->101
83+27->3+7=0c1,8+2+1=1c1->110
52+4->2+4=6,5+0=5->56
46+76->6+6=2c1,4+7+1=2c1->122
90+13->0+3=3,9+1=0c1->103
86+74->6+4=0c1,8+7+1=6c1->160
28+87->8+7=5c1,2+8+1=1c1->115
7+4->7+4=1c1->11
55+17->5+7=2c1,5+1+1=7c0->72
16+96->6+6=2c1,1+9+1=1c1->112
30+67->0+7=7,3+6=9->97
79+97->9+7=6c1,7+9+1=7c1->176
66+95->6+5=1c1,6+9+1=6c1->161
66+28->6+8=4c1,6+2+1=9c0->94
80+50->0+0=0,8+5=3c1->130
87+30->7+0=7,8+3=1c1->117
65+47->5+7=2c1,6+4+1=1c1->112
27+26->7+6=3c1,2+2+1=5c0->53
46+94->6+4=0c1,4+9+1=4c1->140
98+96->8+6=4c1,9+9+1=9c1->194
25+68->5+8=3c1,2+6+1=9c0->93
55+59->5+9=4c1,5+5+1=1c1->114
69+84->9+4=3c1,6+8+1=5c1->153
60+28->0+8=8,6+2=8->88
65+97->5+7=2c1,6+9+1=6c1->162
88+39->8+9=7c1,8+3+1=2c1->127
71+92->1+2=3,7+9=6c1->163
23+83->3+3=6,2+8=0c1->106
74+91->4+1=5,7+9=6c1->165
44+96->4+6=0c1,4+9+1=4c1->140
91+6->1+6=7,9+0=9->97
14+50->4+0=4,1+5=6->64
69+87->9+7=6c1,6+8+1=5c1->156
73+70->3+0=3,7+7=4c1->143
16+16->6+6=2c1,1+1+1=3c0->32
51+37->1+7=8,5+3=8->88
90+17->0+7=7,9+1=0c1->107
81+56->1+6=7,8+5=3c1->137
19+52->9+2=1c1,1+5+1=7c0->71
94+1->4+1=5,9+0=9->95
52+41->2+1=3,5+4=9->93
89+61->9+1=0c1,8+6+1=5c1->150
31+99->1+9=0c1,3+9+1=3c1->130
74+27->4+7=1c1,7+2+1=0c1->101
23+49->3+9=2c1,2+4+1=7c0->72
69+33->9+3=2c1,6+3+1=0c1->102
40+83->0+3=3,4+8=2c1->123
33+49->3+9=2c1,3+4+1=8c0->82
41+21->1+1=2,4+2=6->62
63+33->3+3=6,6+3=9->96
51+30->1+0=1,5+3=8->81
5+2->5+2=7->7
12+82->2+2=4,1+8=9->94
97+87->7+7=4c1,9+8+1=8c1->184
95+82->5+2=7,9+8=7c1->177
5+65->5+5=0c1,0+6+1=7c0->70
7+96->7+6=3c1,0+9+1=0c1->103
18+96->8+6=4c1,1+9+1=1c1->114
5+82->5+2=7,0+8=8->87
42+30->2+0=2,4+3=7->72
14+46->4+6=0c1,1+4+1=6c0->60
38+51->8+1=9,3+5=8->89
15+77->5+7=2c1,1+7+1=9c0->92
53+41->3+1=4,5+4=9->94
99+43->9+3=2c1,9+4+1=4c1->142
1+43->1+3=4,0+4=4->44
55+64->5+4=9,5+6=1c1->119
98+23->8+3=1c1,9+2+1=2c1->121
11+31->1+1=2,1+3=4->42
4+8->4+8=2c1->12
84+15->4+5=9,8+1=9->99
63+59->3+9=2c1,6+5+1=2c1->122
81+52->1+2=3,8+5=3c1->133
64+15->4+5=9,6+1=7->79
57+64->7+4=1c1,5+6+1=2c1->121
67+1->7+1=8,6+0=6->68
82+65->2+5=7,8+6=4c1->147
32+92->2+2=4,3+9=2c1->124
20+7->0+7=7,2+0=2->27
83+26->3+6=9,8+2=0c1->109
18+91->8+1=9,1+9=0c1->109
10+1->0+1=1,1+0=1->11
88+15->8+5=3c1,8+1+1=0c1->103
62+12->2+2=4,6+1=7->74
92+94->2+4=6,9+9=8c1->186
84+97->4+7=1c1,8+9+1=8c1->181
72+84->2+4=6,7+8=5c1->156
69+39->9+9=8c1,6+3+1=0c1->108
40+88->0+8=8,4+8=2c1->128
4+22->4+2=6,0+2=2->26
94+72->4+2=6,9+7=6c1->166
73+45->3+5=8,7+4=1c1->118
3+8->3+8=1c1->11
56+92->6+2=8,5+9=4c1->148
3+45->3+5=8,0+4=4->48
69+69->9+9=8c1,6+6+1=3c1->138
28+30->8+0=8,2+3=5->58
87+2->7+2=9,8+0=8->89
88+34->8+4=2c1,8+3+1=2c1->122
37+54->7+4=1c1,3+5+1=9c0->91
7+12->7+2=9,0+1=1->19
47+75->7+5=2c1,4+7+1=2c1->122
45+82->5+2=7,4+8=2c1->127
44+30->4+0=4,4+3=7->74
92+26->2+6=8,9+2=1c1->118
45+84->5+4=9,4+8=2c1->129
83+34->3+4=7,8+3=1c1->117
15+7->5+7=2c1,1+0+1=2c0->22
9+99->9+9=8c1,0+9+1=0c1->108
24+23->4+3=7,2+2=4->47
62+96->2+6=8,6+9=5c1->158
59+10->9+0=9,5+1=6->69
60+82->0+2=2,6+8=4c1->142
20+44->0+4=4,2+4=6->64
14+35->4+5=9,1+3=4->49
80+41->0+1=1,8+4=2c1->121
84+55->4+5=9,8+5=3c1->139
66+94->6+4=0c1,6+9+1=6c1->160
60+76->0+6=6,6+7=3c1->136
59+94->9+4=3c1,5+9+1=5c1->153
60+58->0+8=8,6+5=1c1->118
71+40->1+0=1,7+4=1c1->111
27+40->7+0=7,2+4=6->67
86+7->6+7=3c1,8+0+1=9c0->93
98+37->8+7=5c1,9+3+1=3c1->135
15+22->5+2=7,1+2=3->37
6+59->6+9=5c1,0+5+1=6c0->65
95+83->5+3=8,9+8=7c1->178
4+45->4+5=9,0+4=4->49
40+75->0+5=5,4+7=1c1->115
87+39->7+9=6c1,8+3+1=2c1->126
53+4->3+4=7,5+0=5->57
34+79->4+9=3c1,3+7+1=1c1->113
15+97->5+7=2c1,1+9+1=1c1->112
98+54->8+4=2c1,9+5+1=5c1->152
50+44->0+4=4,5+4=9->94
86+33->6+3=9,8+3=1c1->119
64+59->4+9=3c1,6+5+1=2c1->123
47+59->7+9=6c1,4+5+1=0c1->106
80+83->0+3=3,8+8=6c1->163
13+15->3+5=8,1+1=2->28
90+1->0+1=1,9+0=9->91
65+50->5+0=5,6+5=1c1->115
51+8->1+8=9,5+0=5->59
66+46->6+6=2c1,6+4+1=1c1->112
20+98->0+8=8,2+9=1c1->118
82+15->2+5=7,8+1=9->97
95+81->5+1=6,9+8=7c1->176
85+92->5+2=7,8+9=7c1->177
90+38->0+8=8,9+3=2c1->128
16+30->6+0=6,1+3=4->46
96+88->6+8=4c1,9+8+1=8c1->184
51+95->1+5=6,5+9=4c1->146
55+70->5+0=5,5+7=2c1->125
30+11->0+1=1,3+1=4->41
28+88->8+8=6c1,2+8+1=1c1->116
74+39->4+9=3c1,7+3+1=1c1->113
30+53->0+3=3,3+5=8->83
28+62->8+2=0c1,2+6+1=9c0->90
35+72->5+2=7,3+7=0c1->107
97+88->7+8=5c1,9+8+1=8c1->185
48+92->8+2=0c1,4+9+1=4c1->140
53+84->3+4=7,5+8=3c1->137
41+12->1+2=3,4+1=5->53
82+11->2+1=3,8+1=9->93
34+44->4+4=8,3+4=7->78
36+16->6+6=2c1,3+1+1=5c0->52
45+9->5+9=4c1,4+0+1=5c0->54
61+6->1+6=7,6+0=6->67
49+78->9+8=7c1,4+7+1=2c1->127
3+13->3+3=6,0+1=1->16
78+80->8+0=8,7+8=5c1->158
33+70->3+0=3,3+7=0c1->103
80+97->0+7=7,8+9=7c1->177
10+77->0+7=7,1+7=8->87
74+23->4+3=7,7+2=9->97
6+64->6+4=0c1,0+6+1=7c0->70
23+37->3+7=0c1,2+3+1=6c0->60
80+76->0+6=6,8+7=5c1->156
90+51->0+1=1,9+5=4c1->141
34+37->4+7=1c1,3+3+1=7c0->71
6+86->6+6=2c1,0+8+1=9c0->92
55+68->5+8=3c1,5+6+1=2c1->123
98+63->8+3=1c1,9+6+1=6c1->161
65+54->5+4=9,6+5=1c1->119
13+12->3+2=5,1+1=2->25
91+60->1+0=1,9+6=5c1->151
64+54->4+4=8,6+5=1c1->118
48+45->8+5=3c1,4+4+1=9c0->93
21+16->1+6=7,2+1=3->37
69+21->9+1=0c1,6+2+1=9c0->90
63+20->3+0=3,6+2=8->83
1+54->1+4=5,0+5=5->55
27+85->7+5=2c1,2+8+1=1c1->112
1+89->1+9=0c1,0+8+1=9c0->90
2+89->2+9=1c1,0+8+1=9c0->91
46+1->6+1=7,4+0=4->47
22+57->2+7=9,2+5=7->79
78+76->8+6=4c1,7+7+1=5c1->154
11+65->1+5=6,1+6=7->76
83+8->3+8=1c1,8+0+1=9c0->91
78+33->8+3=1c1,7+3+1=1c1->111
47+31->7+1=8,4+3=7->78
84+96->4+6=0c1,8+9+1=8c1->180
83+86->3+6=9,8+8=6c1->169
13+41->3+1=4,1+4=5->54
98+51->8+1=9,9+5=4c1->149
67+79->7+9=6c1,6+7+1=4c1->146
22+56->2+6=8,2+5=7->78
9+95->9+5=4c1,0+9+1=0c1->104
92+49->2+9=1c1,9+4+1=4c1->141
72+10->2+0=2,7+1=8->82
42+79->2+9=1c1,4+7+1=2c1->121
89+39->9+9=8c1,8+3+1=2c1->128
71+79->1+9=0c1,7+7+1=5c1->150
85+16->5+6=1c1,8+1+1=0c1->101
62+71->2+1=3,6+7=3c1->133
76+91->6+1=7,7+9=6c1->167
79+41->9+1=0c1,7+4+1=2c1->120
30+26->0+6=6,3+2=5->56
71+11->1+1=2,7+1=8->82
29+77->9+7=6c1,2+7+1=0c1->106
41+93->1+3=4,4+9=3c1->134
61+16->1+6=7,6+1=7->77
76+22->6+2=8,7+2=9->98
22+30->2+0=2,2+3=5->52
49+97->9+7=6c1,4+9+1=4c1->146
12+65->2+5=7,1+6=7->77
37+41->7+1=8,3+4=7->78
33+68->3+8=1c1,3+6+1=0c1->101
28+80->8+0=8,2+8=0c1->108
26+66->6+6=2c1,2+6+1=9c0->92
73+23->3+3=6,7+2=9->96
62+37->2+7=9,6+3=9->99
70+39->0+9=9,7+3=0c1->109
24+60->4+0=4,2+6=8->84
6+96->6+6=2c1,0+9+1=0c1->102
46+38->6+8=4c1,4+3+1=8c0->84
17+86->7+6=3c1,1+8+1=0c1->103
31+59->1+9=0c1,3+5+1=9c0->90
24+63->4+3=7,2+6=8->87
67+89->7+9=6c1,6+8+1=5c1->156
82+87->2+7=9,8+8=6c1->169
97+13->7+3=0c1,9+1+1=1c1->110
26+95->6+5=1c1,2+9+1=2c1->121
59+30->9+0=9,5+3=8->89
76+83->6+3=9,7+8=5c1->159
48+89->8+9=7c1,4+8+1=3c1->137
73+84->3+4=7,7+8=5c1->157
27+90->7+0=7,2+9=1c1->117
90+39->0+9=9,9+3=2c1->129
93+92->3+2=5,9+9=8c1->185
63+32->3+2=5,6+3=9->95
53+18->3+8=1c1,5+1+1=7c0->71
64+61->4+1=5,6+6=2c1->125
62+92->2+2=4,6+9=5c1->154
78+64->8+4=2c1,7+6+1=4c1->142
29+57->9+7=6c1,2+5+1=8c0->86
25+58->5+8=3c1,2+5+1=8c0->83
36+1->6+1=7,3+0=3->37
29+41->9+1=0c1,2+4+1=7c0->70
6+80->6+0=6,0+8=8->86
80+4->0+4=4,8+0=8->84
50+1->0+1=1,5+0=5->51
36+69->6+9=5c1,3+6+1=0c1->105
35+11->5+1=6,3+1=4->46
51+98->1+8=9,5+9=4c1->149
33+26->3+6=9,3+2=5->59
90+45->0+5=5,9+4=3c1->135
89+48->9+8=7c1,8+4+1=3c1->137
7+20->7+0=7,0+2=2->27
80+2->0+2=2,8+0=8->82
11+84->1+4=5,1+8=9->95
40+50->0+0=0,4+5=9->90
89+49->9+9=8c1,8+4+1=3c1->138
80+38->0+8=8,8+3=1c1->118
47+63->7+3=0c1,4+6+1=1c1->110
81+42->1+2=3,8+4=2c1->123
51+45->1+5=6,5+4=9->96
14+41->4+1=5,1+4=5->55
30+7->0+7=7,3+0=3->37
22+36->2+6=8,2+3=5->58
22+39->2+9=1c1,2+3+1=6c0->61
13+87->3+7=0c1,1+8+1=0c1->100
18+87->8+7=5c1,1+8+1=0c1->105
12+67->2+7=9,1+6=7->79
9+67->9+7=6c1,0+6+1=7c0->76
40+46->0+6=6,4+4=8->86
2+21->2+1=3,0+2=2->23
53+93->3+3=6,5+9=4c1->146
33+65->3+5=8,3+6=9->98
51+80->1+0=1,5+8=3c1->131
62+94->2+4=6,6+9=5c1->156
89+31->9+1=0c1,8+3+1=2c1->120
65+17->5+7=2c1,6+1+1=8c0->82
21+86->1+6=7,2+8=0c1->107
79+92->9+2=1c1,7+9+1=7c1->171
56+31->6+1=7,5+3=8->87
59+79->9+9=8c1,5+7+1=3c1->138
61+87->1+7=8,6+8=4c1->148
68+80->8+0=8,6+8=4c1->148
44+3->4+3=7,4+0=4->47
44+32->4+2=6,4+3=7->76
44+47->4+7=1c1,4+4+1=9c0->91
33+37->3+7=0c1,3+3+1=7c0->70
84+69->4+9=3c1,8+6+1=5c1->153
13+20->3+0=3,1+2=3->33
41+87->1+7=8,4+8=2c1->128
17+77->7+7=4c1,1+7+1=9c0->94
1+99->1+9=0c1,0+9+1=0c1->100
51+96->1+6=7,5+9=4c1->147
26+11->6+1=7,2+1=3->37
67+10->7+0=7,6+1=7->77
97+19->7+9=6c1,9+1+1=1c1->116
55+89->5+9=4c1,5+8+1=4c1->144
37+33->7+3=0c1,3+3+1=7c0->70
58+33->8+3=1c1,5+3+1=9c0->91
38+82->8+2=0c1,3+8+1=2c1->120
43+96->3+6=9,4+9=3c1->139
76+98->6+8=4c1,7+9+1=7c1->174
73+44->3+4=7,7+4=1c1->117
23+54->3+4=7,2+5=7->77
11+18->1+8=9,1+1=2->29
22+67->2+7=9,2+6=8->89
75+69->5+9=4c1,7+6+1=4c1->144
88+69->8+9=7c1,8+6+1=5c1->157
60+70->0+0=0,6+7=3c1->130
35+74->5+4=9,3+7=0c1->109
68+93->8+3=1c1,6+9+1=6c1->161
85+48->5+8=3c1,8+4+1=3c1->133
86+9->6+9=5c1,8+0+1=9c0->95
10+75->0+5=5,1+7=8->85
50+98->0+8=8,5+9=4c1->148
76+65->6+5=1c1,7+6+1=4c1->141
10+52->0+2=2,1+5=6->62
42+64->2+4=6,4+6=0c1->106
74+18->4+8=2c1,7+1+1=9c0->92
79+54->9+4=3c1,7+5+1=3c1->133
27+2->7+2=9,2+0=2->29
39+65->9+5=4c1,3+6+1=0c1->104
29+2->9+2=1c1,2+0+1=3c0->31
37+27->7+7=4c1,3+2+1=6c0->64
51+70->1+0=1,5+7=2c1->121
69+95->9+5=4c1,6+9+1=6c1->164
3+42->3+2=5,0+4=4->45
97+64->7+4=1c1,9+6+1=6c1->161
14+1->4+1=5,1+0=1->15
56+5->6+5=1c1,5+0+1=6c0->61
7+89->7+9=6c1,0+8+1=9c0->96
16+99->6+9=5c1,1+9+1=1c1->115
87+73->7+3=0c1,8+7+1=6c1->160
48+41->8+1=9,4+4=8->89
14+15->4+5=9,1+1=2->29
21+1->1+1=2,2+0=2->22
3+48->3+8=1c1,0+4+1=5c0->51
24+7->4+7=1c1,2+0+1=3c0->31
61+77->1+7=8,6+7=3c1->138
86+76->6+6=2c1,8+7+1=6c1->162
84+54->4+4=8,8+5=3c1->138
69+16->9+6=5c1,6+1+1=8c0->85
80+62->0+2=2,8+6=4c1->142
15+88->5+8=3c1,1+8+1=0c1->103
61+48->1+8=9,6+4=0c1->109
20+63->0+3=3,2+6=8->83
93+63->3+3=6,9+6=5c1->156
10+40->0+0=0,1+4=5->50
26+73->6+3=9,2+7=9->99
79+31->9+1=0c1,7+3+1=1c1->110
66+3->6+3=9,6+0=6->69
9+80->9+0=9,0+8=8->89
76+37->6+7=3c1,7+3+1=1c1->113
30+13->0+3=3,3+1=4->43
87+84->7+4=1c1,8+8+1=7c1->171
98+42->8+2=0c1,9+4+1=4c1->140
18+92->8+2=0c1,1+9+1=1c1->110
9+58->9+8=7c1,0+5+1=6c0->67
18+50->8+0=8,1+5=6->68
76+27->6+7=3c1,7+2+1=0c1->103
99+74->9+4=3c1,9+7+1=7c1->173
74+56->4+6=0c1,7+5+1=3c1->130
7+27->7+7=4c1,0+2+1=3c0->34
48+35->8+5=3c1,4+3+1=8c0->83
2+98->2+8=0c1,0+9+1=0c1->100
71+10->1+0=1,7+1=8->81
82+81->2+1=3,8+8=6c1->163
8+54->8+4=2c1,0+5+1=6c0->62
86+63->6+3=9,8+6=4c1->149
37+68->7+8=5c1,3+6+1=0c1->105
72+45->2+5=7,7+4=1c1->117
38+96->8+6=4c1,3+9+1=3c1->134
10+71->0+1=1,1+7=8->81
64+17->4+7=1c1,6+1+1=8c0->81
46+73->6+3=9,4+7=1c1->119
59+60->9+0=9,5+6=1c1->119
63+48->3+8=1c1,6+4+1=1c1->111
87+10->7+0=7,8+1=9->97
15+68->5+8=3c1,1+6+1=8c0->83
10+22->0+2=2,1+2=3->32
74+50->4+0=4,7+5=2c1->124
69+24->9+4=3c1,6+2+1=9c0->93
2+48->2+8=0c1,0+4+1=5c0->50
43+75->3+5=8,4+7=1c1->118
22+82->2+2=4,2+8=0c1->104
70+8->0+8=8,7+0=7->78
74+60->4+0=4,7+6=3c1->134
99+12->9+2=1c1,9+1+1=1c1->111
97+53->7+3=0c1,9+5+1=5c1->150
69+17->9+7=6c1,6+1+1=8c0->86
41+79->1+9=0c1,4+7+1=2c1->120
19+73->9+3=2c1,1+7+1=9c0->92
13+75->3+5=8,1+7=8->88
33+59->3+9=2c1,3+5+1=9c0->92
79+19->9+9=8c1,7+1+1=9c0->98
81+1->1+1=2,8+0=8->82
38+18->8+8=6c1,3+1+1=5c0->56
82+57->2+7=9,8+5=3c1->139
17+7->7+7=4c1,1+0+1=2c0->24
56+27->6+7=3c1,5+2+1=8c0->83
30+61->0+1=1,3+6=9->91
35+6->5+6=1c1,3+0+1=4c0->41
94+17->4+7=1c1,9+1+1=1c1->111
25+60->5+0=5,2+6=8->85
78+73->8+3=1c1,7+7+1=5c1->151
91+98->1+8=9,9+9=8c1->189
2+60->2+0=2,0+6=6->62
6+40->6+0=6,0+4=4->46
89+19->9+9=8c1,8+1+1=0c1->108
96+90->6+0=6,9+9=8c1->186
20+17->0+7=7,2+1=3->37
95+20->5+0=5,9+2=1c1->115
85+3->5+3=8,8+0=8->88
30+78->0+8=8,3+7=0c1->108
17+94->7+4=1c1,1+9+1=1c1->111
69+6->9+6=5c1,6+0+1=7c0->75
45+42->5+2=7,4+4=8->87
3+17->3+7=0c1,0+1+1=2c0->20
43+81->3+1=4,4+8=2c1->124
51+9->1+9=0c1,5+0+1=6c0->60
36+59->6+9=5c1,3+5+1=9c0->95
18+63->8+3=1c1,1+6+1=8c0->81
25+90->5+0=5,2+9=1c1->115
68+46->8+6=4c1,6+4+1=1c1->114
93+82->3+2=5,9+8=7c1->175
52+1->2+1=3,5+0=5->53
12+29->2+9=1c1,1+2+1=4c0->41
5+86->5+6=1c1,0+8+1=9c0->91
11+46->1+6=7,1+4=5->57
3+69->3+9=2c1,0+6+1=7c0->72
78+22->8+2=0c1,7+2+1=0c1->100
54+54->4+4=8,5+5=0c1->108
90+11->0+1=1,9+1=0c1->101
4+71->4+1=5,0+7=7->75
18+81->8+1=9,1+8=9->99
75+86->5+6=1c1,7+8+1=6c1->161
14+77->4+7=1c1,1+7+1=9c0->91
97+55->7+5=2c1,9+5+1=5c1->152
1+6->1+6=7->7
79+25->9+5=4c1,7+2+1=0c1->104
56+13->6+3=9,5+1=6->69
72+13->2+3=5,7+1=8->85
6+72->6+2=8,0+7=7->78
8+53->8+3=1c1,0+5+1=6c0->61
2+16->2+6=8,0+1=1->18
61+85->1+5=6,6+8=4c1->146
81+33->1+3=4,8+3=1c1->114
88+18->8+8=6c1,8+1+1=0c1->106
32+15->2+5=7,3+1=4->47
97+92->7+2=9,9+9=8c1->189
91+82->1+2=3,9+8=7c1->173
58+46->8+6=4c1,5+4+1=0c1->104
99+71->9+1=0c1,9+7+1=7c1->170
63+46->3+6=9,6+4=0c1->109
21+47->1+7=8,2+4=6->68
23+77->3+7=0c1,2+7+1=0c1->100
68+6->8+6=4c1,6+0+1=7c0->74
16+27->6+7=3c1,1+2+1=4c0->43
47+36->7+6=3c1,4+3+1=8c0->83
88+81->8+1=9,8+8=6c1->169
60+88->0+8=8,6+8=4c1->148
43+39->3+9=2c1,4+3+1=8c0->82
13+86->3+6=9,1+8=9->99
6+26->6+6=2c1,0+2+1=3c0->32
46+66->6+6=2c1,4+6+1=1c1->112
15+66->5+6=1c1,1+6+1=8c0->81
57+45->7+5=2c1,5+4+1=0c1->102
33+23->3+3=6,3+2=5->56
9+46->9+6=5c1,0+4+1=5c0->55
19+58->9+8=7c1,1+5+1=7c0->77
26+26->6+6=2c1,2+2+1=5c0->52
20+73->0+3=3,2+7=9->93
69+77->9+7=6c1,6+7+1=4c1->146
34+91->4+1=5,3+9=2c1->125
85+25->5+5=0c1,8+2+1=1c1->110
70+53->0+3=3,7+5=2c1->123
42+63->2+3=5,4+6=0c1->105
53+16->3+6=9,5+1=6->69
38+43->8+3=1c1,3+4+1=8c0->81
7+16->7+6=3c1,0+1+1=2c0->23
22+46->2+6=8,2+4=6->68
1+82->1+2=3,0+8=8->83
7+91->7+1=8,0+9=9->98
79+43->9+3=2c1,7+4+1=2c1->122
92+91->2+1=3,9+9=8c1->183
15+46->5+6=1c1,1+4+1=6c0->61
38+71->8+1=9,3+7=0c1->109
59+34->9+4=3c1,5+3+1=9c0->93
93+18->3+8=1c1,9+1+1=1c1->111
35+61->5+1=6,3+6=9->96
6+57->6+7=3c1,0+5+1=6c0->63
81+18->1+8=9,8+1=9->99
49+64->9+4=3c1,4+6+1=1c1->113
48+39->8+9=7c1,4+3+1=8c0->87
2+29->2+9=1c1,0+2+1=3c0->31
50+65->0+5=5,5+6=1c1->115
69+99->9+9=8c1,6+9+1=6c1->168
48+46->8+6=4c1,4+4+1=9c0->94
69+30->9+0=9,6+3=9->99
29+30->9+0=9,2+3=5->59
69+67->9+7=6c1,6+6+1=3c1->136
58+58->8+8=6c1,5+5+1=1c1->116
40+2->0+2=2,4+0=4->42
3+5->3+5=8->8
13+32->3+2=5,1+3=4->45
55+50->5+0=5,5+5=0c1->105
75+31->5+1=6,7+3=0c1->106
99+77->9+7=6c1,9+7+1=7c1->176
77+30->7+0=7,7+3=0c1->107
20+12->0+2=2,2+1=3->32
92+43->2+3=5,9+4=3c1->135
61+2->1+2=3,6+0=6->63
32+91->2+1=3,3+9=2c1->123
46+56->6+6=2c1,4+5+1=0c1->102
