53+11->3+1=4,5+1=6->64
66+87->6+7=3c1,6+8+1=5c1->153
27+20->7+0=7,2+2=4->47
17+85->7+5=2c1,1+8+1=0c1->102
50+89->0+9=9,5+8=3c1->139
92+40->2+0=2,9+4=3c1->132
1+72->1+2=3,0+7=7->73
17+61->7+1=8,1+6=7->78
64+32->4+2=6,6+3=9->96
54+50->4+0=4,5+5=0c1->104
33+19->3+9=2c1,3+1+1=5c0->52
32+93->2+3=5,3+9=2c1->125
64+80->4+0=4,6+8=4c1->144
65+51->5+1=6,6+5=1c1->116
77+1->7+1=8,7+0=7->78
33+49->3+9=2c1,3+4+1=8c0->82
16+91->6+1=7,1+9=0c1->107
45+26->5+6=1c1,4+2+1=7c0->71
93+17->3+7=0c1,9+1+1=1c1->110
13+67->3+7=0c1,1+6+1=8c0->80
64+70->4+0=4,6+7=3c1->134
31+69->1+9=0c1,3+6+1=0c1->100
18+22->8+2=0c1,1+2+1=4c0->40
81+87->1+7=8,8+8=6c1->168
98+31->8+1=9,9+3=2c1->129
10+15->0+5=5,1+1=2->25
88+31->8+1=9,8+3=1c1->119
32+76->2+6=8,3+7=0c1->108
87+60->7+0=7,8+6=4c1->147
63+45->3+5=8,6+4=0c1->108
51+8->1+8=9,5+0=5->59
4+35->4+5=9,0+3=3->39
55+97->5+7=2c1,5+9+1=5c1->152
63+27->3+7=0c1,6+2+1=9c0->90
8+25->8+5=3c1,0+2+1=3c0->33
9+48->9+8=7c1,0+4+1=5c0->57
5+29->5+9=4c1,0+2+1=3c0->34
96+8->6+8=4c1,9+0+1=0c1->104
9+43->9+3=2c1,0+4+1=5c0->52
46+98->6+8=4c1,4+9+1=4c1->144
30+71->0+1=1,3+7=0c1->101
92+36->2+6=8,9+3=2c1->128
85+50->5+0=5,8+5=3c1->135
51+65->1+5=6,5+6=1c1->116
51+81->1+1=2,5+8=3c1->132
82+36->2+6=8,8+3=1c1->118
88+24->8+4=2c1,8+2+1=1c1->112
56+16->6+6=2c1,5+1+1=7c0->72
26+66->6+6=2c1,2+6+1=9c0->92
68+8->8+8=6c1,6+0+1=7c0->76
95+64->5+4=9,9+6=5c1->159
52+17->2+7=9,5+1=6->69
70+64->0+4=4,7+6=3c1->134
17+29->7+9=6c1,1+2+1=4c0->46
94+8->4+8=2c1,9+0+1=0c1->102
67+3->7+3=0c1,6+0+1=7c0->70
5+19->5+9=4c1,0+1+1=2c0->24
94+83->4+3=7,9+8=7c1->177
89+87->9+7=6c1,8+8+1=7c1->176
73+2->3+2=5,7+0=7->75
91+32->1+2=3,9+3=2c1->123
10+92->0+2=2,1+9=0c1->102
26+19->6+9=5c1,2+1+1=4c0->45
51+50->1+0=1,5+5=0c1->101
21+99->1+9=0c1,2+9+1=2c1->120
3+94->3+4=7,0+9=9->97
89+66->9+6=5c1,8+6+1=5c1->155
68+16->8+6=4c1,6+1+1=8c0->84
15+39->5+9=4c1,1+3+1=5c0->54
14+94->4+4=8,1+9=0c1->108
37+46->7+6=3c1,3+4+1=8c0->83
24+7->4+7=1c1,2+0+1=3c0->31
3+59->3+9=2c1,0+5+1=6c0->62
27+70->7+0=7,2+7=9->97
91+86->1+6=7,9+8=7c1->177
39+26->9+6=5c1,3+2+1=6c0->65
15+14->5+4=9,1+1=2->29
47+78->7+8=5c1,4+7+1=2c1->125
70+8->0+8=8,7+0=7->78
1+14->1+4=5,0+1=1->15
82+58->2+8=0c1,8+5+1=4c1->140
53+72->3+2=5,5+7=2c1->125
35+83->5+3=8,3+8=1c1->118
21+46->1+6=7,2+4=6->67
81+51->1+1=2,8+5=3c1->132
33+58->3+8=1c1,3+5+1=9c0->91
11+30->1+0=1,1+3=4->41
38+85->8+5=3c1,3+8+1=2c1->123
20+21->0+1=1,2+2=4->41
97+9->7+9=6c1,9+0+1=0c1->106
36+87->6+7=3c1,3+8+1=2c1->123
50+75->0+5=5,5+7=2c1->125
18+64->8+4=2c1,1+6+1=8c0->82
74+69->4+9=3c1,7+6+1=4c1->143
15+29->5+9=4c1,1+2+1=4c0->44
48+24->8+4=2c1,4+2+1=7c0->72
85+56->5+6=1c1,8+5+1=4c1->141
39+84->9+4=3c1,3+8+1=2c1->123
72+35->2+5=7,7+3=0c1->107
80+18->0+8=8,8+1=9->98
81+50->1+0=1,8+5=3c1->131
21+6->1+6=7,2+0=2->27
94+19->4+9=3c1,9+1+1=1c1->113
25+20->5+0=5,2+2=4->45
90+50->0+0=0,9+5=4c1->140
71+45->1+5=6,7+4=1c1->116
86+7->6+7=3c1,8+0+1=9c0->93
94+69->4+9=3c1,9+6+1=6c1->163
45+55->5+5=0c1,4+5+1=0c1->100
14+53->4+3=7,1+5=6->67
64+95->4+5=9,6+9=5c1->159
67+62->7+2=9,6+6=2c1->129
75+54->5+4=9,7+5=2c1->129
94+17->4+7=1c1,9+1+1=1c1->111
96+20->6+0=6,9+2=1c1->116
14+91->4+1=5,1+9=0c1->105
63+94->3+4=7,6+9=5c1->157
88+92->8+2=0c1,8+9+1=8c1->180
32+92->2+2=4,3+9=2c1->124
10+36->0+6=6,1+3=4->46
79+96->9+6=5c1,7+9+1=7c1->175
91+62->1+2=3,9+6=5c1->153
65+64->5+4=9,6+6=2c1->129
29+41->9+1=0c1,2+4+1=7c0->70
46+3->6+3=9,4+0=4->49
76+98->6+8=4c1,7+9+1=7c1->174
50+45->0+5=5,5+4=9->95
46+55->6+5=1c1,4+5+1=0c1->101
73+40->3+0=3,7+4=1c1->113
1+5->1+5=6->6
91+42->1+2=3,9+4=3c1->133
91+5->1+5=6,9+0=9->96
99+19->9+9=8c1,9+1+1=1c1->118
96+2->6+2=8,9+0=9->98
51+70->1+0=1,5+7=2c1->121
37+51->7+1=8,3+5=8->88
21+31->1+1=2,2+3=5->52
84+52->4+2=6,8+5=3c1->136
5+5->5+5=0c1->10
41+62->1+2=3,4+6=0c1->103
67+36->7+6=3c1,6+3+1=0c1->103
2+76->2+6=8,0+7=7->78
77+41->7+1=8,7+4=1c1->118
73+35->3+5=8,7+3=0c1->108
47+49->7+9=6c1,4+4+1=9c0->96
64+60->4+0=4,6+6=2c1->124
59+83->9+3=2c1,5+8+1=4c1->142
88+38->8+8=6c1,8+3+1=2c1->126
14+14->4+4=8,1+1=2->28
90+53->0+3=3,9+5=4c1->143
45+94->5+4=9,4+9=3c1->139
28+87->8+7=5c1,2+8+1=1c1->115
87+14->7+4=1c1,8+1+1=0c1->101
13+66->3+6=9,1+6=7->79
86+1->6+1=7,8+0=8->87
39+53->9+3=2c1,3+5+1=9c0->92
6+14->6+4=0c1,0+1+1=2c0->20
13+79->3+9=2c1,1+7+1=9c0->92
80+28->0+8=8,8+2=0c1->108
11+28->1+8=9,1+2=3->39
98+61->8+1=9,9+6=5c1->159
63+95->3+5=8,6+9=5c1->158
90+28->0+8=8,9+2=1c1->118
87+99->7+9=6c1,8+9+1=8c1->186
10+48->0+8=8,1+4=5->58
10+31->0+1=1,1+3=4->41
22+50->2+0=2,2+5=7->72
9+60->9+0=9,0+6=6->69
58+19->8+9=7c1,5+1+1=7c0->77
89+84->9+4=3c1,8+8+1=7c1->173
94+7->4+7=1c1,9+0+1=0c1->101
20+93->0+3=3,2+9=1c1->113
96+93->6+3=9,9+9=8c1->189
93+14->3+4=7,9+1=0c1->107
95+71->5+1=6,9+7=6c1->166
84+33->4+3=7,8+3=1c1->117
96+50->6+0=6,9+5=4c1->146
73+76->3+6=9,7+7=4c1->149
83+28->3+8=1c1,8+2+1=1c1->111
35+52->5+2=7,3+5=8->87
13+19->3+9=2c1,1+1+1=3c0->32
79+56->9+6=5c1,7+5+1=3c1->135
42+29->2+9=1c1,4+2+1=7c0->71
43+28->3+8=1c1,4+2+1=7c0->71
84+54->4+4=8,8+5=3c1->138
21+90->1+0=1,2+9=1c1->111
12+20->2+0=2,1+2=3->32
84+10->4+0=4,8+1=9->94
14+20->4+0=4,1+2=3->34
29+79->9+9=8c1,2+7+1=0c1->108
45+53->5+3=8,4+5=9->98
97+71->7+1=8,9+7=6c1->168
45+90->5+0=5,4+9=3c1->135
54+13->4+3=7,5+1=6->67
83+62->3+2=5,8+6=4c1->145
21+30->1+0=1,2+3=5->51
36+35->6+5=1c1,3+3+1=7c0->71
97+94->7+4=1c1,9+9+1=9c1->191
68+23->8+3=1c1,6+2+1=9c0->91
42+30->2+0=2,4+3=7->72
90+80->0+0=0,9+8=7c1->170
72+50->2+0=2,7+5=2c1->122
47+84->7+4=1c1,4+8+1=3c1->131
42+6->2+6=8,4+0=4->48
61+13->1+3=4,6+1=7->74
88+96->8+6=4c1,8+9+1=8c1->184
77+33->7+3=0c1,7+3+1=1c1->110
85+45->5+5=0c1,8+4+1=3c1->130
91+65->1+5=6,9+6=5c1->156
7+45->7+5=2c1,0+4+1=5c0->52
25+7->5+7=2c1,2+0+1=3c0->32
34+48->4+8=2c1,3+4+1=8c0->82
57+20->7+0=7,5+2=7->77
28+61->8+1=9,2+6=8->89
47+24->7+4=1c1,4+2+1=7c0->71
62+38->2+8=0c1,6+3+1=0c1->100
96+11->6+1=7,9+1=0c1->107
46+48->6+8=4c1,4+4+1=9c0->94
46+56->6+6=2c1,4+5+1=0c1->102
35+9->5+9=4c1,3+0+1=4c0->44
54+27->4+7=1c1,5+2+1=8c0->81
43+23->3+3=6,4+2=6->66
15+19->5+9=4c1,1+1+1=3c0->34
83+64->3+4=7,8+6=4c1->147
2+35->2+5=7,0+3=3->37
62+6->2+6=8,6+0=6->68
75+46->5+6=1c1,7+4+1=2c1->121
38+48->8+8=6c1,3+4+1=8c0->86
16+6->6+6=2c1,1+0+1=2c0->22
13+15->3+5=8,1+1=2->28
85+86->5+6=1c1,8+8+1=7c1->171
83+38->3+8=1c1,8+3+1=2c1->121
92+94->2+4=6,9+9=8c1->186
95+88->5+8=3c1,9+8+1=8c1->183
30+62->0+2=2,3+6=9->92
71+28->1+8=9,7+2=9->99
69+58->9+8=7c1,6+5+1=2c1->127
45+34->5+4=9,4+3=7->79
93+42->3+2=5,9+4=3c1->135
49+51->9+1=0c1,4+5+1=0c1->100
84+8->4+8=2c1,8+0+1=9c0->92
32+44->2+4=6,3+4=7->76
46+23->6+3=9,4+2=6->69
75+6->5+6=1c1,7+0+1=8c0->81
75+8->5+8=3c1,7+0+1=8c0->83
34+82->4+2=6,3+8=1c1->116
48+62->8+2=0c1,4+6+1=1c1->110
9+83->9+3=2c1,0+8+1=9c0->92
44+14->4+4=8,4+1=5->58
44+83->4+3=7,4+8=2c1->127
58+6->8+6=4c1,5+0+1=6c0->64
73+14->3+4=7,7+1=8->87
73+99->3+9=2c1,7+9+1=7c1->172
77+11->7+1=8,7+1=8->88
40+90->0+0=0,4+9=3c1->130
33+46->3+6=9,3+4=7->79
30+94->0+4=4,3+9=2c1->124
69+66->9+6=5c1,6+6+1=3c1->135
71+38->1+8=9,7+3=0c1->109
39+89->9+9=8c1,3+8+1=2c1->128
37+83->7+3=0c1,3+8+1=2c1->120
81+14->1+4=5,8+1=9->95
93+26->3+6=9,9+2=1c1->119
9+73->9+3=2c1,0+7+1=8c0->82
8+47->8+7=5c1,0+4+1=5c0->55
67+85->7+5=2c1,6+8+1=5c1->152
64+61->4+1=5,6+6=2c1->125
45+88->5+8=3c1,4+8+1=3c1->133
16+26->6+6=2c1,1+2+1=4c0->42
50+1->0+1=1,5+0=5->51
99+49->9+9=8c1,9+4+1=4c1->148
14+56->4+6=0c1,1+5+1=7c0->70
54+92->4+2=6,5+9=4c1->146
57+4->7+4=1c1,5+0+1=6c0->61
17+22->7+2=9,1+2=3->39
27+45->7+5=2c1,2+4+1=7c0->72
69+35->9+5=4c1,6+3+1=0c1->104
73+53->3+3=6,7+5=2c1->126
50+92->0+2=2,5+9=4c1->142
78+92->8+2=0c1,7+9+1=7c1->170
26+3->6+3=9,2+0=2->29
38+68->8+8=6c1,3+6+1=0c1->106
26+29->6+9=5c1,2+2+1=5c0->55
57+11->7+1=8,5+1=6->68
23+58->3+8=1c1,2+5+1=8c0->81
65+52->5+2=7,6+5=1c1->117
65+89->5+9=4c1,6+8+1=5c1->154
45+78->5+8=3c1,4+7+1=2c1->123
21+85->1+5=6,2+8=0c1->106
81+9->1+9=0c1,8+0+1=9c0->90
28+69->8+9=7c1,2+6+1=9c0->97
82+87->2+7=9,8+8=6c1->169
12+22->2+2=4,1+2=3->34
52+63->2+3=5,5+6=1c1->115
5+94->5+4=9,0+9=9->99
94+96->4+6=0c1,9+9+1=9c1->190
54+11->4+1=5,5+1=6->65
96+62->6+2=8,9+6=5c1->158
59+6->9+6=5c1,5+0+1=6c0->65
85+2->5+2=7,8+0=8->87
25+3->5+3=8,2+0=2->28
84+44->4+4=8,8+4=2c1->128
46+9->6+9=5c1,4+0+1=5c0->55
34+42->4+2=6,3+4=7->76
14+3->4+3=7,1+0=1->17
11+12->1+2=3,1+1=2->23
96+59->6+9=5c1,9+5+1=5c1->155
7+10->7+0=7,0+1=1->17
55+10->5+0=5,5+1=6->65
49+13->9+3=2c1,4+1+1=6c0->62
9+61->9+1=0c1,0+6+1=7c0->70
66+31->6+1=7,6+3=9->97
83+98->3+8=1c1,8+9+1=8c1->181
37+62->7+2=9,3+6=9->99
36+73->6+3=9,3+7=0c1->109
39+65->9+5=4c1,3+6+1=0c1->104
79+46->9+6=5c1,7+4+1=2c1->125
3+74->3+4=7,0+7=7->77
35+55->5+5=0c1,3+5+1=9c0->90
74+59->4+9=3c1,7+5+1=3c1->133
43+96->3+6=9,4+9=3c1->139
72+96->2+6=8,7+9=6c1->168
78+95->8+5=3c1,7+9+1=7c1->173
4+8->4+8=2c1->12
60+70->0+0=0,6+7=3c1->130
6+11->6+1=7,0+1=1->17
99+45->9+5=4c1,9+4+1=4c1->144
13+72->3+2=5,1+7=8->85
25+16->5+6=1c1,2+1+1=4c0->41
42+73->2+3=5,4+7=1c1->115
13+93->3+3=6,1+9=0c1->106
49+42->9+2=1c1,4+4+1=9c0->91
34+2->4+2=6,3+0=3->36
49+70->9+0=9,4+7=1c1->119
70+10->0+0=0,7+1=8->80
23+60->3+0=3,2+6=8->83
74+25->4+5=9,7+2=9->99
90+60->0+0=0,9+6=5c1->150
96+74->6+4=0c1,9+7+1=7c1->170
87+38->7+8=5c1,8+3+1=2c1->125
99+22->9+2=1c1,9+2+1=2c1->121
93+19->3+9=2c1,9+1+1=1c1->112
53+29->3+9=2c1,5+2+1=8c0->82
71+64->1+4=5,7+6=3c1->135
28+39->8+9=7c1,2+3+1=6c0->67
74+82->4+2=6,7+8=5c1->156
70+2->0+2=2,7+0=7->72
97+88->7+8=5c1,9+8+1=8c1->185
40+63->0+3=3,4+6=0c1->103
62+35->2+5=7,6+3=9->97
48+25->8+5=3c1,4+2+1=7c0->73
30+50->0+0=0,3+5=8->80
4+37->4+7=1c1,0+3+1=4c0->41
89+56->9+6=5c1,8+5+1=4c1->145
67+94->7+4=1c1,6+9+1=6c1->161
25+81->5+1=6,2+8=0c1->106
80+59->0+9=9,8+5=3c1->139
90+43->0+3=3,9+4=3c1->133
17+7->7+7=4c1,1+0+1=2c0->24
65+39->5+9=4c1,6+3+1=0c1->104
54+2->4+2=6,5+0=5->56
89+67->9+7=6c1,8+6+1=5c1->156
60+56->0+6=6,6+5=1c1->116
25+71->5+1=6,2+7=9->96
7+65->7+5=2c1,0+6+1=7c0->72
64+36->4+6=0c1,6+3+1=0c1->100
87+36->7+6=3c1,8+3+1=2c1->123
35+42->5+2=7,3+4=7->77
48+79->8+9=7c1,4+7+1=2c1->127
82+28->2+8=0c1,8+2+1=1c1->110
14+21->4+1=5,1+2=3->35
56+64->6+4=0c1,5+6+1=2c1->120
60+49->0+9=9,6+4=0c1->109
47+36->7+6=3c1,4+3+1=8c0->83
81+45->1+5=6,8+4=2c1->126
17+41->7+1=8,1+4=5->58
95+39->5+9=4c1,9+3+1=3c1->134
80+53->0+3=3,8+5=3c1->133
84+34->4+4=8,8+3=1c1->118
36+86->6+6=2c1,3+8+1=2c1->122
47+83->7+3=0c1,4+8+1=3c1->130
29+27->9+7=6c1,2+2+1=5c0->56
88+75->8+5=3c1,8+7+1=6c1->163
85+46->5+6=1c1,8+4+1=3c1->131
65+28->5+8=3c1,6+2+1=9c0->93
83+80->3+0=3,8+8=6c1->163
56+54->6+4=0c1,5+5+1=1c1->110
32+77->2+7=9,3+7=0c1->109
76+27->6+7=3c1,7+2+1=0c1->103
8+34->8+4=2c1,0+3+1=4c0->42
77+66->7+6=3c1,7+6+1=4c1->143
5+38->5+8=3c1,0+3+1=4c0->43
70+76->0+6=6,7+7=4c1->146
73+74->3+4=7,7+7=4c1->147
14+82->4+2=6,1+8=9->96
51+74->1+4=5,5+7=2c1->125
6+34->6+4=0c1,0+3+1=4c0->40
61+11->1+1=2,6+1=7->72
4+87->4+7=1c1,0+8+1=9c0->91
4+59->4+9=3c1,0+5+1=6c0->63
87+54->7+4=1c1,8+5+1=4c1->141
29+45->9+5=4c1,2+4+1=7c0->74
72+48->2+8=0c1,7+4+1=2c1->120
94+39->4+9=3c1,9+3+1=3c1->133
16+7->6+7=3c1,1+0+1=2c0->23
48+30->8+0=8,4+3=7->78
13+80->3+0=3,1+8=9->93
99+6->9+6=5c1,9+0+1=0c1->105
23+62->3+2=5,2+6=8->85
59+5->9+5=4c1,5+0+1=6c0->64
78+54->8+4=2c1,7+5+1=3c1->132
63+8->3+8=1c1,6+0+1=7c0->71
83+32->3+2=5,8+3=1c1->115
58+96->8+6=4c1,5+9+1=5c1->154
87+52->7+2=9,8+5=3c1->139
36+18->6+8=4c1,3+1+1=5c0->54
77+79->7+9=6c1,7+7+1=5c1->156
45+2->5+2=7,4+0=4->47
80+29->0+9=9,8+2=0c1->109
25+22->5+2=7,2+2=4->47
19+18->9+8=7c1,1+1+1=3c0->37
85+7->5+7=2c1,8+0+1=9c0->92
68+52->8+2=0c1,6+5+1=2c1->120
30+97->0+7=7,3+9=2c1->127
73+8->3+8=1c1,7+0+1=8c0->81
33+36->3+6=9,3+3=6->69
16+1->6+1=7,1+0=1->17
76+50->6+0=6,7+5=2c1->126
47+1->7+1=8,4+0=4->48
59+50->9+0=9,5+5=0c1->109
59+78->9+8=7c1,5+7+1=3c1->137
41+69->1+9=0c1,4+6+1=1c1->110
71+29->1+9=0c1,7+2+1=0c1->100
63+56->3+6=9,6+5=1c1->119
24+60->4+0=4,2+6=8->84
47+82->7+2=9,4+8=2c1->129
10+63->0+3=3,1+6=7->73
50+32->0+2=2,5+3=8->82
46+83->6+3=9,4+8=2c1->129
23+41->3+1=4,2+4=6->64
92+33->2+3=5,9+3=2c1->125
78+34->8+4=2c1,7+3+1=1c1->112
77+67->7+7=4c1,7+6+1=4c1->144
83+53->3+3=6,8+5=3c1->136
8+61->8+1=9,0+6=6->69
5+97->5+7=2c1,0+9+1=0c1->102
13+28->3+8=1c1,1+2+1=4c0->41
35+34->5+4=9,3+3=6->69
32+52->2+2=4,3+5=8->84
5+6->5+6=1c1->11
49+66->9+6=5c1,4+6+1=1c1->115
61+98->1+8=9,6+9=5c1->159
38+82->8+2=0c1,3+8+1=2c1->120
64+62->4+2=6,6+6=2c1->126
12+49->2+9=1c1,1+4+1=6c0->61
35+97->5+7=2c1,3+9+1=3c1->132
68+73->8+3=1c1,6+7+1=4c1->141
6+94->6+4=0c1,0+9+1=0c1->100
12+79->2+9=1c1,1+7+1=9c0->91
31+24->1+4=5,3+2=5->55
68+33->8+3=1c1,6+3+1=0c1->101
55+72->5+2=7,5+7=2c1->127
98+24->8+4=2c1,9+2+1=2c1->122
57+16->7+6=3c1,5+1+1=7c0->73
96+81->6+1=7,9+8=7c1->177
7+67->7+7=4c1,0+6+1=7c0->74
56+38->6+8=4c1,5+3+1=9c0->94
52+68->2+8=0c1,5+6+1=2c1->120
15+83->5+3=8,1+8=9->98
70+63->0+3=3,7+6=3c1->133
49+17->9+7=6c1,4+1+1=6c0->66
62+63->2+3=5,6+6=2c1->125
24+34->4+4=8,2+3=5->58
4+25->4+5=9,0+2=2->29
57+21->7+1=8,5+2=7->78
85+23->5+3=8,8+2=0c1->108
48+17->8+7=5c1,4+1+1=6c0->65
8+31->8+1=9,0+3=3->39
29+35->9+5=4c1,2+3+1=6c0->64
77+15->7+5=2c1,7+1+1=9c0->92
18+71->8+1=9,1+7=8->89
16+28->6+8=4c1,1+2+1=4c0->44
28+7->8+7=5c1,2+0+1=3c0->35
43+21->3+1=4,4+2=6->64
34+12->4+2=6,3+1=4->46
58+71->8+1=9,5+7=2c1->129
49+31->9+1=0c1,4+3+1=8c0->80
6+44->6+4=0c1,0+4+1=5c0->50
8+9->8+9=7c1->17
30+99->0+9=9,3+9=2c1->129
18+79->8+9=7c1,1+7+1=9c0->97
70+83->0+3=3,7+8=5c1->153
46+82->6+2=8,4+8=2c1->128
94+75->4+5=9,9+7=6c1->169
52+54->2+4=6,5+5=0c1->106
45+97->5+7=2c1,4+9+1=4c1->142
27+93->7+3=0c1,2+9+1=2c1->120
2+72->2+2=4,0+7=7->74
28+24->8+4=2c1,2+2+1=5c0->52
81+12->1+2=3,8+1=9->93
47+80->7+0=7,4+8=2c1->127
89+65->9+5=4c1,8+6+1=5c1->154
93+74->3+4=7,9+7=6c1->167
54+63->4+3=7,5+6=1c1->117
13+49->3+9=2c1,1+4+1=6c0->62
10+27->0+7=7,1+2=3->37
81+31->1+1=2,8+3=1c1->112
85+60->5+0=5,8+6=4c1->145
79+27->9+7=6c1,7+2+1=0c1->106
80+60->0+0=0,8+6=4c1->140
85+48->5+8=3c1,8+4+1=3c1->133
78+97->8+7=5c1,7+9+1=7c1->175
61+29->1+9=0c1,6+2+1=9c0->90
94+49->4+9=3c1,9+4+1=4c1->143
14+87->4+7=1c1,1+8+1=0c1->101
65+80->5+0=5,6+8=4c1->145
12+29->2+9=1c1,1+2+1=4c0->41
59+75->9+5=4c1,5+7+1=3c1->134
3+82->3+2=5,0+8=8->85
88+13->8+3=1c1,8+1+1=0c1->101
42+76->2+6=8,4+7=1c1->118
5+55->5+5=0c1,0+5+1=6c0->60
31+87->1+7=8,3+8=1c1->118
77+76->7+6=3c1,7+7+1=5c1->153
91+49->1+9=0c1,9+4+1=4c1->140
85+18->5+8=3c1,8+1+1=0c1->103
63+33->3+3=6,6+3=9->96
76+3->6+3=9,7+0=7->79
21+34->1+4=5,2+3=5->55
81+88->1+8=9,8+8=6c1->169
62+88->2+8=0c1,6+8+1=5c1->150
3+62->3+2=5,0+6=6->65
33+99->3+9=2c1,3+9+1=3c1->132
2+70->2+0=2,0+7=7->72
86+56->6+6=2c1,8+5+1=4c1->142
57+36->7+6=3c1,5+3+1=9c0->93
64+93->4+3=7,6+9=5c1->157
86+23->6+3=9,8+2=0c1->109
59+3->9+3=2c1,5+0+1=6c0->62
89+62->9+2=1c1,8+6+1=5c1->151
21+67->1+7=8,2+6=8->88
69+53->9+3=2c1,6+5+1=2c1->122
61+86->1+6=7,6+8=4c1->147
56+44->6+4=0c1,5+4+1=0c1->100
26+70->6+0=6,2+7=9->96
13+7->3+7=0c1,1+0+1=2c0->20
17+52->7+2=9,1+5=6->69
54+89->4+9=3c1,5+8+1=4c1->143
70+13->0+3=3,7+1=8->83
11+86->1+6=7,1+8=9->97
44+60->4+0=4,4+6=0c1->104
71+87->1+7=8,7+8=5c1->158
35+75->5+5=0c1,3+7+1=1c1->110
75+76->5+6=1c1,7+7+1=5c1->151
45+44->5+4=9,4+4=8->89
82+26->2+6=8,8+2=0c1->108
3+64->3+4=7,0+6=6->67
65+9->5+9=4c1,6+0+1=7c0->74
39+62->9+2=1c1,3+6+1=0c1->101
15+96->5+6=1c1,1+9+1=1c1->111
37+91->7+1=8,3+9=2c1->128
80+41->0+1=1,8+4=2c1->121
79+37->9+7=6c1,7+3+1=1c1->116
62+80->2+0=2,6+8=4c1->142
31+41->1+1=2,3+4=7->72
16+87->6+7=3c1,1+8+1=0c1->103
74+63->4+3=7,7+6=3c1->137
93+80->3+0=3,9+8=7c1->173
20+94->0+4=4,2+9=1c1->114
25+91->5+1=6,2+9=1c1->116
78+64->8+4=2c1,7+6+1=4c1->142
19+41->9+1=0c1,1+4+1=6c0->60
47+48->7+8=5c1,4+4+1=9c0->95
92+30->2+0=2,9+3=2c1->122
76+32->6+2=8,7+3=0c1->108
9+32->9+2=1c1,0+3+1=4c0->41
16+18->6+8=4c1,1+1+1=3c0->34
63+71->3+1=4,6+7=3c1->134
68+44->8+4=2c1,6+4+1=1c1->112
70+28->0+8=8,7+2=9->98
52+33->2+3=5,5+3=8->85
96+31->6+1=7,9+3=2c1->127
4+49->4+9=3c1,0+4+1=5c0->53
35+73->5+3=8,3+7=0c1->108
28+74->8+4=2c1,2+7+1=0c1->102
6+70->6+0=6,0+7=7->76
21+96->1+6=7,2+9=1c1->117
93+13->3+3=6,9+1=0c1->106
37+48->7+8=5c1,3+4+1=8c0->85
99+85->9+5=4c1,9+8+1=8c1->184
13+36->3+6=9,1+3=4->49
19+48->9+8=7c1,1+4+1=6c0->67
30+95->0+5=5,3+9=2c1->125
55+16->5+6=1c1,5+1+1=7c0->71
11+6->1+6=7,1+0=1->17
81+86->1+6=7,8+8=6c1->167
63+24->3+4=7,6+2=8->87
92+87->2+7=9,9+8=7c1->179
43+54->3+4=7,4+5=9->97
42+77->2+7=9,4+7=1c1->119
22+12->2+2=4,2+1=3->34
10+97->0+7=7,1+9=0c1->107
69+47->9+7=6c1,6+4+1=1c1->116
98+15->8+5=3c1,9+1+1=1c1->113
22+21->2+1=3,2+2=4->43
54+24->4+4=8,5+2=7->78
14+25->4+5=9,1+2=3->39
96+56->6+6=2c1,9+5+1=5c1->152
61+12->1+2=3,6+1=7->73
62+66->2+6=8,6+6=2c1->128
18+68->8+8=6c1,1+6+1=8c0->86
82+2->2+2=4,8+0=8->84
29+30->9+0=9,2+3=5->59
35+50->5+0=5,3+5=8->85
5+61->5+1=6,0+6=6->66
58+84->8+4=2c1,5+8+1=4c1->142
35+95->5+5=0c1,3+9+1=3c1->130
75+32->5+2=7,7+3=0c1->107
44+76->4+6=0c1,4+7+1=2c1->120
9+33->9+3=2c1,0+3+1=4c0->42
70+16->0+6=6,7+1=8->86
95+7->5+7=2c1,9+0+1=0c1->102
66+73->6+3=9,6+7=3c1->139
42+81->2+1=3,4+8=2c1->123
44+11->4+1=5,4+1=5->55
68+66->8+6=4c1,6+6+1=3c1->134
70+56->0+6=6,7+5=2c1->126
12+94->2+4=6,1+9=0c1->106
33+98->3+8=1c1,3+9+1=3c1->131
61+67->1+7=8,6+6=2c1->128
81+44->1+4=5,8+4=2c1->125
37+22->7+2=9,3+2=5->59
69+24->9+4=3c1,6+2+1=9c0->93
42+24->2+4=6,4+2=6->66
90+31->0+1=1,9+3=2c1->121
99+67->9+7=6c1,9+6+1=6c1->166
82+29->2+9=1c1,8+2+1=1c1->111
91+1->1+1=2,9+0=9->92
33+27->3+7=0c1,3+2+1=6c0->60
68+21->8+1=9,6+2=8->89
7+44->7+4=1c1,0+4+1=5c0->51
29+37->9+7=6c1,2+3+1=6c0->66
77+62->7+2=9,7+6=3c1->139
15+53->5+3=8,1+5=6->68
12+51->2+1=3,1+5=6->63
19+76->9+6=5c1,1+7+1=9c0->95
14+78->4+8=2c1,1+7+1=9c0->92
36+44->6+4=0c1,3+4+1=8c0->80
94+67->4+7=1c1,9+6+1=6c1->161
29+5->9+5=4c1,2+0+1=3c0->34
30+63->0+3=3,3+6=9->93
20+91->0+1=1,2+9=1c1->111
96+24->6+4=0c1,9+2+1=2c1->120
87+2->7+2=9,8+0=8->89
61+56->1+6=7,6+5=1c1->117
43+36->3+6=9,4+3=7->79
80+37->0+7=7,8+3=1c1->117
74+98->4+8=2c1,7+9+1=7c1->172
